50903,4.17373573335024e-06
4935,6.91617409852331e-05
2409,0.000183645983846832
14837,0.000170743308833948
61145,1.96645779734423e-06
29928,8.28653564035618e-10
49782,3.24655850583606e-05
30806,1.4398240790577e-14
4029,0.00108126078369596
53816,0.00115310948574297
26799,2.66451568181226e-14
28373,3.63132938225382e-17
18160,6.06357581242289e-14
22391,3.56549930633975e-11
27858,1.71807295343917e-12
29510,0.000203217074789701
42781,3.31892503371501e-05
61832,5.92889700431844e-05
55533,0.000178271053439182
7942,0.000175534352016118
53964,1.96645779734423e-06
2310,4.8068152702427e-06
28397,1.50619205495536e-07
21543,1.24639176242943e-14
847,0.000203068028924116
55745,0.000155407993951671
62499,1.46044517188222e-06
14279,9.02487422035312e-05
42575,0.000151844004693792
3319,4.99735716370721e-11
29696,2.88771352839204e-10
63140,0.000112653076779995
29908,1.16412583508255e-11
7554,4.40366284854039e-06
9344,6.07948916786838e-05
17597,9.96607796761507e-15
26838,5.28771809217907e-17
19048,2.3542666571027e-21
4909,0.000186906645676979
25870,9.71025155195187e-10
42083,0.000203068028924116
29398,3.19778763932394e-12
56451,4.17466010143693e-06
52203,0.000155332701340784
30487,0.00195129992308041
29499,2.86134557928187e-07
2206,9.02487422035312e-05
50229,1.30392885356029e-07
29871,9.32115863986914e-07
52334,0.000112235437780923
31999,1.52545856691411e-20
20730,2.69182410141993e-08
56255,1.34106222162864e-06
22305,2.16220110935418e-11
50725,2.91063042799392e-05
27190,5.51632475840119e-07
29612,2.79445384881935e-16
45587,1.46678642029452e-14
15832,0.000822153305500564
30485,4.12668890287452e-06
12329,0.000285805681308987
50249,0.000283482698723994
56455,0.00309217697798096
20756,0.00020396115023111
15899,0.000159978395551916
62609,0.000184367880454323
357,0.000187669582372634
9653,0.000158125880181976
29776,1.66030869150551e-06
3229,3.41039979036415e-06
7938,0.000170896790330422
18245,4.62904326580274e-14
23022,2.43678370797061e-14
29503,2.10049702000608e-21
12328,0.000285805681308987
4035,0.000373668671180178
59364,0.000232328044090631
24479,5.56168597521078e-23
53814,0.00307560634245203
55365,0.000155407993951671
51416,4.8068152702427e-06
9275,6.07948916786838e-05
24467,2.89478897671191e-10
17622,4.53507301287989e-14
15250,0.00015819780920087
21001,3.35944899037279e-22
29557,8.02332786570167e-07
53642,6.55711628379501e-07
26070,3.5676344505516e-14
655,0.000359787620330118
15223,0.000158326821054901
63144,0.000112653076779995
48692,1.46044517188222e-06
31474,4.43620323099397e-14
6163,0.00219214906108649
29422,1.10719040976654e-06
23408,3.26329560505828e-14
6170,0.000155407993951671
26622,1.50619226153725e-07
7562,4.40366284854039e-06
22281,2.89415921538925e-10
48995,0.000155407993951671
25043,3.9950634259835e-10
52347,8.13128449073586e-07
30771,7.18195914000791e-10
51090,8.13128449073586e-07
28119,2.91320676125878e-11
2390,0.00018498704606846
12672,0.000114035708519417
29875,5.79746898886246e-10
17532,3.84505351490626e-16
10632,6.91617409852331e-05
27070,3.46349374873741e-14
42651,0.000312321662024696
55850,8.66397892433299e-08
29577,4.63303719366794e-10
60543,0.000187669582372634
24368,1.85719878234052e-14
4056,1.95796559299837e-07
31582,1.63905566688281e-14
15829,0.000561042433896909
23438,1.87667861623095e-10
31417,2.21349630998518e-14
41762,6.07948916786838e-05
50639,0.000112235437780923
26808,3.25964249029602e-14
9279,6.07948916786838e-05
50442,1.73123904014073e-22
50310,0.000316026302130346
17568,3.43921080676395e-14
20800,0.000453486762876713
7742,8.13128449073586e-07
3775,2.8452820368109e-05
29620,4.74047238931519e-12
58018,0.000232328044090631
8361,6.32138212025523e-05
53937,0.000134346776080858
25031,6.42669718642711e-11
52863,4.40366284854039e-06
21883,3.35655961450256e-22
40089,0.000112235437780923
3724,0.000183645983846832
22462,1.0159054835838e-16
4316,0.000112235437780923
2373,1.34106222162864e-06
28869,1.50806871415059e-07
28120,5.28503429527453e-17
19250,7.68688607439574e-14
29788,1.70224533446485e-06
20519,7.7713111738454e-07
4449,0.000187669582372634
30112,5.17472145767399e-20
27172,1.38529844521366e-15
8355,3.25238757605307e-05
63141,0.000112653076779995
