3028,1.63863623106669e-22
2265,3.59702142504878e-21
1101,1.5124088111917e-09
3323,2.3504052083008e-19
1789,1.23330053254671e-18
4083,6.04781124618169e-22
53057,1.61202082452212e-19
1820,3.82542350476461e-19
4059,1.00532754212453e-22
3652,8.91743580816668e-23
48000,1.72511658483476e-15
2627,2.17841837950476e-15
1060,7.07509292074854e-08
1478,1.87360230514346e-09
1543,5.39427838617865e-12
3367,1.19005513462754e-21
1229,2.88055009629647e-13
3715,1.11431154904425e-12
35889,1.29839319311741e-07
3911,4.03945350415565e-14
1726,5.58662129019625e-14
1116,1.58009367903241e-09
2206,5.18175947577537e-10
1487,2.42745397720016e-09
52736,1.61202082452212e-19
3924,3.93034435818174e-19
3142,2.80150143785848e-08
11330,1.29847468925024e-07
1009,1.61204265638866e-19
52714,1.61202082452212e-19
1582,6.79324626108022e-14
2452,2.90461202625218e-15
3054,5.46081839096934e-19
4845,3.87258285331212e-14
1065,1.14725412314877e-07
52537,1.61202082452212e-19
52536,1.61202082452212e-19
40622,1.66387559162574e-21
1333,4.67143118339496e-19
1783,4.82549310276364e-17
4035,4.03945350415565e-14
4667,9.17985289439393e-16
11337,1.29937804274261e-07
4910,2.06765506138119e-08
3045,1.46657204167904e-09
1389,4.04450950136815e-11
1364,1.46509546040822e-09
2266,3.59702142504878e-21
1275,2.37686405521708e-09
1982,7.12600065914462e-17
52742,1.61202082452212e-19
1606,3.53114220832254e-14
3242,1.58412997994724e-19
1264,2.17468725520426e-09
53200,1.61202082452212e-19
4728,9.58218035276627e-23
4145,1.34970775051156e-17
1528,1.54509100843538e-13
4360,9.58211220133271e-23
52746,1.61202082452212e-19
1374,1.46507582224156e-09
1981,7.12600065914462e-17
2363,3.00646119078037e-21
1139,1.09120041809951e-10
1000,1.61204265638866e-19
43057,1.66387559162574e-21
2542,1.67689150528005e-15
2230,9.81556060758671e-16
3012,3.66525982928422e-22
11349,1.29847468925024e-07
1800,9.88977376362891e-13
52713,1.61202082452212e-19
24895,1.29937804274261e-07
4976,2.06765506138119e-08
2183,4.6712383311428e-22
3384,1.00532754212137e-22
2211,5.18175947577537e-10
2753,2.90461202625218e-15
3979,2.55221553344325e-18
3082,1.03387941487119e-22
2179,3.47174431070159e-17
